UWI,BHT_Depth,BHT_Value,Formation,Top,Bottom,Lat,Long,True_Temp_C,Field,SPR,GRWS,DRESWS,CONDWS,CALWS,Set
42041311700000,7711.720000000001,108.8888888888889,10_Maness_MD_ft,7636.5,7729.33,30.630722623054,-96.5372046870848,118.8888889,Eaglebine,-95.14359999999999,128.97789999999998,4.9837,248.1429,8.53675,Training
42041311970000,8413.0,101.66666666666667,10_Maness_MD_ft,8335.33,8424.42,30.7063784223971,-96.4107148114049,114.12222222222222,Eaglebine,-24.324849999999998,98.22215,4.7843,320.6108,9.84315,Training
42041311980000,7668.4,93.8888888888889,11_Buda_MD_ft,7666.5,7767.54,30.6414355914032,-96.5371038828921,105.0,Eaglebine,-124.219,,,,,Training
42041312500000,7676.499999999999,100.55555555555556,11_Buda_MD_ft,7653.33,7754.58,30.6670414885098,-96.5217878683681,107.3388888888889,Eaglebine,-51.3023,30.78645,11.0829,100.15875,9.5648,Training
42041313380000,9580.4,96.66666666666667,09_Woodbine_MD_ft,9307.33,9666.5,30.6858277915262,-96.2697844904729,125.28888888888889,Eaglebine,-4.432014285714286,109.3733142857143,2.2349428571428573,476.2698428571429,9.386071428571428,Training
42041314550000,7795.0,81.11111111111111,11_Buda_MD_ft,7794.13,7891.25,30.7793119023965,-96.4239767589572,108.45,Eaglebine,-13.2833,,,,,Training
42051304680000,5496.0,75.55555555555556,05_Anacacho_MD_ft,5316.13,5958.19,30.5206311077487,-96.8096073035736,89.10555555555555,Eaglebine,-37.00411538461538,,,,,Training
42051305140000,7935.0,143.33333333333334,08_Lower_Eagle_Ford_MD_ft,7871.2,8077.0,30.3597942669019,-96.7621241666606,109.29444444444444,Eaglebine,-28.731325000000002,,,,,Training
42051305380000,8077.0,103.33333333333334,08_Lower_Eagle_Ford_MD_ft,8017.5,8234.67,30.353368460664,-96.75380891445,111.1111111,Eaglebine,-66.108375,,,,,Training
42051305480000,7707.5,98.33333333333334,08_Lower_Eagle_Ford_MD_ft,7703.33,7946.67,30.3980511143386,-96.7578486073564,107.37222222222223,Eaglebine,-41.2901,,,,,Training
42051306040000,8157.4,88.88888888888889,08_Lower_Eagle_Ford_MD_ft,8137.5,8389.17,30.377164722074,-96.7236002681584,111.83888888888889,Eaglebine,-27.21744,,,,,Training
42051306120000,8316.0,90.0,08_Lower_Eagle_Ford_MD_ft,8209.84,8469.83,30.3823037992756,-96.7074548542732,113.02777777777777,Eaglebine,-34.9972,102.83506,5.25612,226.86165999999997,11.644919999999999,Training
42051306370000,7734.000000000001,98.8888888888889,06_Austin_Chalk_MD_ft,7155.91,7734.88,30.4230615622493,-96.7396288334741,108.24444444444445,Eaglebine,-86.61843636363636,32.03513636363636,8.08760909090909,169.41142727272728,9.550500000000001,Training
42051306740000,7784.5,123.8888888888889,08_Lower_Eagle_Ford_MD_ft,7610.0,7875.42,30.48224398,-96.68569789,108.19444444444444,Eaglebine,-19.437760000000004,,,,,Training
42051306750000,7866.000000000001,85.55555555555556,08_Lower_Eagle_Ford_MD_ft,7828.33,8058.75,30.3778821343825,-96.7066061223865,108.66666666666667,Eaglebine,-10.757200000000001,133.831,5.24476,323.42518,13.075999999999999,Training
42051307530000,7939.0,90.55555555555556,08_Lower_Eagle_Ford_MD_ft,7861.46,8125.83,30.4284025760442,-96.7119025285512,109.87222222222223,Eaglebine,7.218979999999999,108.51181999999999,5.5660799999999995,302.51429999999993,11.250900000000001,Training
42051307640000,7686.000000000001,93.33333333333334,08_Lower_Eagle_Ford_MD_ft,7620.63,7884.17,30.48419154,-96.6829990899999,107.72222222222223,Eaglebine,-7.482400000000001,133.66611999999998,4.204680000000001,340.8526,11.24306,Training
42051307650000,7580.0,38.88888888888889,08_Lower_Eagle_Ford_MD_ft,7501.15,7766.79,30.4866524699999,-96.69650477,106.86666666666667,Eaglebine,-7.98706,116.76632,5.91882,242.51853999999997,9.89872,Training
42051308330000,7540.0,91.11111111111111,08_Lower_Eagle_Ford_MD_ft,7503.02,7568.5,30.5400972599674,-96.644022313559,107.3,Eaglebine,-43.5679,100.9925,3.4646,288.6336,15.1292,Training
42051308540000,8069.0,97.77777777777779,08_Lower_Eagle_Ford_MD_ft,8024.17,8250.83,30.36078801,-96.7474569099999,110.56111111111112,Eaglebine,-13.47842,103.64782,4.87624,320.31592,13.12748,Training
42051308570000,8129.0,80.0,08_Lower_Eagle_Ford_MD_ft,8045.0,8296.67,30.3858159587516,-96.7251273316695,111.81111111111112,Eaglebine,-22.741739999999997,,,,,Training
42051309240000,7819.0,90.0,08_Lower_Eagle_Ford_MD_ft,7785.67,8004.0,30.3931875913364,-96.7526763781708,108.33333333333334,Eaglebine,-19.203139999999998,89.68519999999998,6.34142,299.7474,12.189020000000001,Training
42051309360000,7812.999999999999,79.44444444444444,08_Lower_Eagle_Ford_MD_ft,7786.15,8046.0,30.4509486828075,-96.7012818951471,117.05555559999999,Eaglebine,-9.28098,96.58402,3.9156,334.49894,12.37172,Training
42051309430000,9005.0,99.44444444444444,08_Lower_Eagle_Ford_MD_ft,8908.33,9201.67,30.3839247899454,-96.6412658210334,119.55555555555556,Eaglebine,-6.28635,100.76663333333335,6.504016666666666,184.92954999999998,11.3484,Training
42051309640000,7422.399999999999,81.66666666666667,08_Lower_Eagle_Ford_MD_ft,7363.33,7576.67,30.4365715027011,-96.7836696211526,104.46111111111112,Eaglebine,-9.791325,,,,,Training
42051309880000,7756.0,90.55555555555556,08_Lower_Eagle_Ford_MD_ft,7624.38,7851.67,30.4230853298915,-96.7544673306591,107.62222222222222,Eaglebine,-20.387080000000005,97.28766,4.81402,294.40912,11.551300000000001,Training
42051310100000,9112.6,97.77777777777779,11_Buda_MD_ft,9079.38,9125.83,30.3591888972604,-96.6731708788577,120.02777777777779,Eaglebine,-46.6713,,,,,Training
42051310320000,8741.0,85.55555555555556,09_Woodbine_MD_ft,8545.77,8743.66,30.4641094075188,-96.5947537648654,117.13888888888889,Eaglebine,-14.9486,109.934675,2.2732,540.8889499999999,13.185775,Training
42051310430000,10545.0,105.55555555555556,05_Anacacho_MD_ft,9553.45,10788.89,30.33277368964,-96.5128531176462,134.28888888888892,Eaglebine,0.3674666666666664,,,,,Training
42051310530000,8590.0,88.88888888888889,09_Woodbine_MD_ft,8450.96,8647.83,30.4976423897255,-96.5690117028344,116.18333333333334,Eaglebine,-47.25156666666667,,,,,Training
42051310590000,8919.0,100.0,08_Lower_Eagle_Ford_MD_ft,8811.67,9105.83,30.3972356436858,-96.6361196841414,118.82222222222222,Eaglebine,-7.187966666666665,131.85385,5.435266666666666,338.2273,10.664566666666666,Training
42051310600000,8985.0,96.66666666666667,08_Lower_Eagle_Ford_MD_ft,8865.16,9154.33,30.3900298599999,-96.6349890599999,119.5,Eaglebine,-5.175133333333334,128.9118,5.223316666666666,235.42918333333333,9.5962,Training
42051312330000,7388.0,81.66666666666667,10_Maness_MD_ft,7347.67,7444.58,30.6104585954204,-96.6060497637858,105.44444444444446,Eaglebine,-18.84335,,,,,Training
42051315010000,7591.0,96.11111111111111,11_Buda_MD_ft,7521.31,7609.25,30.5891899211282,-96.6061025079852,106.89999999999999,Eaglebine,-35.13695,,,,,Training
42051315180000,8278.0,89.44444444444444,11_Buda_MD_ft,8273.62,8337.16,30.5237357271242,-96.5943562361194,113.41111111111111,Eaglebine,,,,,,Training
42051315190000,7636.999999999999,60.0,10_Maness_MD_ft,7597.83,7687.5,30.5473733394335,-96.6496868347115,107.61666666666667,Eaglebine,,,,,,Training
42051315580000,8211.0,85.55555555555556,11_Buda_MD_ft,8141.84,8219.96,30.5620471370335,-96.5582262464543,111.89999999999999,Eaglebine,-47.175,,,,,Training
42051315590000,7883.0,78.88888888888889,13_Georgetown_MD_ft,7752.67,,30.4024778008545,-96.7962322466031,108.24444444444445,Eaglebine,-52.78565714285714,,,,,Training
42051316200000,8265.0,96.66666666666667,08_Lower_Eagle_Ford_MD_ft,8128.22,8325.29,30.4281936240419,-96.6754989695162,112.50555555555556,Eaglebine,-16.3054,,,,,Training
42051316460000,8266.0,86.11111111111111,11_Buda_MD_ft,8263.58,8327.33,30.5312416788353,-96.5860127675691,112.7388888888889,Eaglebine,-98.1854,,,,,Training
42051316590000,8876.0,81.66666666666667,05_Anacacho_MD_ft,8097.67,9175.68,30.3588869672901,-96.6021418436207,118.71111111111112,Eaglebine,-20.63959090909091,,,,,Training
42051317340000,8473.0,94.44444444444444,11_Buda_MD_ft,8435.83,8498.54,30.3497227297027,-96.7385801048127,113.77222222222223,Eaglebine,-12.0216,,,,,Training
42051317410000,9399.0,87.77777777777779,08_Lower_Eagle_Ford_MD_ft,9118.29,9409.33,30.3821977397908,-96.614178791125,122.91111111111113,Eaglebine,-15.762316666666665,,,,,Training
42051317780000,7764.4,93.33333333333334,11_Buda_MD_ft,7745.75,7832.63,30.60739819,-96.5580088499999,108.05555555555556,Eaglebine,-34.3875,,,,,Training
42051318310000,8514.0,96.66666666666667,11_Buda_MD_ft,8498.54,8556.46,30.5066111235181,-96.5864963295472,115.2388888888889,Eaglebine,-21.13795,,,,,Training
42051318560000,8170.000000000001,97.77777777777779,10_Maness_MD_ft,8123.83,8208.8,30.4923970947791,-96.6356666792191,111.78333333333335,Eaglebine,,,,,,Training
42051319560000,8232.0,96.11111111111111,08_Lower_Eagle_Ford_MD_ft,8051.74,8288.81,30.3785228203116,-96.7341173691113,112.3,Eaglebine,-5.258125,,,,,Training
42051325170000,8149.0,93.33333333333334,10_Maness_MD_ft,8096.17,8183.13,30.5579820125543,-96.564584219561,111.88333333333333,Eaglebine,-8.9041,,,,,Training
42051325270000,7991.0,82.77777777777779,10_Maness_MD_ft,7946.5,8042.21,30.5567422842201,-96.5769011406484,110.61666666666667,Eaglebine,-12.3428,,,,,Training
42051325800000,7828.999999999999,95.55555555555556,10_Maness_MD_ft,7763.33,7853.75,30.5573980980751,-96.6019197944457,109.31666666666668,Eaglebine,-19.832900000000002,,,,,Training
42051326000000,8024.0,146.66666666666669,10_Maness_MD_ft,7991.33,8079.58,30.5212481662504,-96.6290715230797,110.83888888888889,Eaglebine,-85.31875,118.53905,6.48245,324.07275000000004,9.599250000000001,Training
42051326100000,7928.999999999999,85.55555555555556,10_Maness_MD_ft,7904.33,8004.33,30.55144535,-96.5951718299999,110.26111111111112,Eaglebine,-10.58165,72.8249,6.89655,232.94105,8.23535,Training
42051327690000,5709.0,71.66666666666667,06_Austin_Chalk_MD_ft,5061.77,5761.45,30.5544650156894,-96.8899545703045,88.88333333333334,Eaglebine,-26.890871428571433,,,,,Training
42051327840000,7748.0,85.0,10_Maness_MD_ft,7711.83,7804.17,30.5663234954923,-96.5962429787969,108.21111111111112,Eaglebine,1.0333,115.51325,3.0136000000000003,352.91335000000004,8.52945,Training
42123303590000,1948.0,42.22222222222222,01_Wilcox_MD_ft,,13139.0,29.0605886399999,-97.48429027,55.0617284,Eaglebine,-38.6335785992218,,,,,Training
42123309360000,2124.9,42.22222222222222,01_Wilcox_MD_ft,,13350.0,29.0136540802737,-97.4743971468337,140.0,Eaglebine,3.903635000000008,,,,,Training
42123309670000,9619.8,98.8888888888889,01_Wilcox_MD_ft,6687.41,13319.5,29.0131790851108,-97.4837360536856,122.05,Eaglebine,-57.97306766917293,,,,,Training
42123309750000,9813.1,93.33333333333334,01_Wilcox_MD_ft,6698.33,10114.0,28.998151430456,-97.4901348967912,176.33333330000002,Eaglebine,-78.09546086956522,,,,,Training
42127000690000,2250.9,47.77777777777778,03_Navarro_MD_ft,977.5,2595.83,28.555028731,-100.001792621,57.19444444444444,Eaglebine,-28.9556125,,,,,Training
42127301140000,8294.7,92.22222222222223,15_Glen_Rose_MD_ft,7485.19,,28.491686456,-99.817698605,112.01111111111112,Eaglebine,-25.514344827586207,15.864618518518519,113.50958620689654,9.694124137931034,8.37912857142857,Training
42127308630000,7397.000000000001,104.44444444444444,13_Georgetown_MD_ft,7127.5,,28.4775694313061,-99.6458313892026,104.61666666666667,Eaglebine,-79.1755,,,,,Training
42127310470000,5786.0,74.44444444444444,06_Austin_Chalk_MD_ft,5211.0,5886.25,28.320721017,-100.013053324,92.96111111111112,Eaglebine,-60.602423076923074,,,,,Training
42127310890000,5409.65,73.33333333333334,07_Upper_Eagle_Ford_MD_ft,5211.08,5422.62,28.541729771855,-99.9311853232063,88.80000000000001,Eaglebine,-41.85525,42.113749999999996,48.895325,21.141675,8.50025,Training
42127311860000,4529.0,62.77777777777778,01_Wilcox_MD_ft,,6675.17,28.3045209773061,-99.781769437782,78.71111111111112,Eaglebine,-22.89803069306931,25.77543695652174,5.143466336633665,224.90802376237616,11.746002173913046,Training
42127311880000,6292.82,77.77777777777779,14_Edwards_MD_ft,5907.52,,28.566057947106,-99.9418644679348,96.17777777777779,Eaglebine,,,,,,Training
42127312130000,6340.0,80.55555555555556,13_Georgetown_MD_ft,6014.17,,28.5536367246623,-99.9100403907372,97.36111111111111,Eaglebine,,,,,,Training
42127315410000,6997.1,81.11111111111111,06_Austin_Chalk_MD_ft,6708.0,7168.58,28.5692353135225,-99.4381682937373,101.56666666666666,Eaglebine,-48.30917777777778,35.03803333333333,23.541344444444448,56.194877777777776,8.351977777777778,Training
42127315740000,10790.0,126.66666666666667,18_Sligo_MD_ft,10428.54,,28.2672565486005,-100.069546504541,131.53333333333333,Eaglebine,-63.79095454545454,32.02556818181818,881.8264999999999,36.39958636363637,,Training
42127316180000,7767.0,88.33333333333334,14_Edwards_MD_ft,7602.58,,,,106.14444444444445,Eaglebine,-60.2373125,,,,,Training
42127316900000,7355.3,91.11111111111111,12_Del_Rio_MD_ft,7283.87,7409.28,28.23929293,-99.9291228099999,106.17777777777779,Eaglebine,-50.9785,63.89246666666666,4.9418,220.28743333333333,9.629299999999999,Training
42127317010000,6503.7,77.22222222222223,07_Upper_Eagle_Ford_MD_ft,6425.5,6609.39,28.5816222334125,-99.7324961295544,98.36111111111113,Eaglebine,-60.26105,57.7273,35.20215,38.944775,10.10115,Training
42127317020000,7774.000000000001,87.22222222222223,14_Edwards_MD_ft,7363.13,,28.5833587875335,-99.6339261302871,107.35555555555557,Eaglebine,-114.81436315789475,,,,,Training
42127317180000,6694.0,72.22222222222223,07_Upper_Eagle_Ford_MD_ft,6669.92,6835.82,28.5460104215666,-99.5917417071774,98.86666666666667,Eaglebine,-42.37973333333333,44.86056666666667,34.9668,38.58946666666667,12.180266666666666,Training
42127317320000,6258.64,84.44444444444444,14_Edwards_MD_ft,5961.25,,28.5650096932478,-99.9247622377424,95.95555555555556,Eaglebine,-52.784572222222224,,,,,Training
42127317560000,7246.0,88.33333333333334,14_Edwards_MD_ft,7020.42,7711.96,28.2575424644617,-99.9698937428701,104.61666666666667,Eaglebine,-33.22261428571429,,,,,Training
42127318560000,9554.5,104.44444444444444,14_Edwards_MD_ft,8374.38,,28.3947133207693,-99.4507891435983,121.81666666666668,Eaglebine,-125.50525,54.58771875,160.3315,108.36233749999998,8.48303125,Training
42127323000000,6969.0,87.22222222222223,14_Edwards_MD_ft,6761.25,,,,101.2388888888889,Eaglebine,,,,,,Training
42127328970000,5769.9,71.11111111111111,04_Taylor_MD_ft,4964.47,6200.17,28.6087229213464,-99.4537963010766,91.0111111111111,Eaglebine,,,,,,Training
42127332970000,6262.7,87.77777777777779,14_Edwards_MD_ft,5875.76,,28.5868876334526,-99.9764590389647,96.00000000000001,Eaglebine,-42.970822727272726,28.260340000000003,300.29513636363635,10.349322727272726,10.589042857142857,Training
42149304890000,7940.0,85.55555555555556,06_Austin_Chalk_MD_ft,7389.51,8093.46,30.0170156069351,-97.021163999931,109.38333333333333,Eaglebine,-12.89760714285714,37.56637142857143,9.040792857142858,125.3321857142857,8.9968,Training
42149305140000,7543.0,83.33333333333334,06_Austin_Chalk_MD_ft,7002.19,7688.81,30.0155214593015,-97.053892078383,105.73333333333333,Eaglebine,0.04466923076923106,,,,,Training
42149305750000,7678.000000000001,87.77777777777779,06_Austin_Chalk_MD_ft,7312.14,7790.07,29.8067013600196,-97.1782200580446,105.71666666666667,Eaglebine,-13.748800000000001,,,,,Training
42149305880000,7894.000000000001,86.66666666666667,12_Del_Rio_MD_ft,7859.78,7900.03,29.9019732001033,-97.1282619817902,107.57222222222222,Eaglebine,15.1629,,,,,Training
42149307960000,7211.0,79.44444444444444,06_Austin_Chalk_MD_ft,6684.55,7306.58,29.967770459591,-97.1114739856093,101.87777777777778,Eaglebine,-47.91260769230769,37.77003076923077,7.528723076923076,164.8407923076923,8.467676923076924,Training
42149308070000,7189.000000000001,77.77777777777779,06_Austin_Chalk_MD_ft,6641.73,7240.4,,,101.42222222222223,Eaglebine,-32.64869166666667,38.86425833333333,5.934691666666667,192.35197500000004,7.639366666666665,Training
42149308390000,9895.0,101.66666666666667,06_Austin_Chalk_MD_ft,9184.12,9913.31,29.9573021487739,-96.9214646177547,126.86666666666667,Eaglebine,-28.78209333333334,34.596606666666666,18.840346666666665,93.90518,9.163826666666665,Training
42149308450000,7384.0,81.11111111111111,06_Austin_Chalk_MD_ft,7010.82,7553.34,29.7785718275816,-97.2200561271247,103.59444444444445,Eaglebine,-53.967045454545456,27.630672727272728,7.80760909090909,147.5184,8.573881818181817,Training
42149323530000,12760.5,140.55555555555557,14_Edwards_MD_ft,12296.88,13011.25,29.9371106,-96.7755238499999,152.78333333333333,Eaglebine,,,,,,Training
42149325050000,12910.9,136.11111111111111,14_Edwards_MD_ft,12782.88,4546.91,30.06470188,-96.6561586499999,155.45555555555555,Eaglebine,,,,,,Training
42161304400000,14824.0,166.11111111111111,19_Cotton_Valley_MD_ft,11097.59,,31.4230112174933,-96.2234914255733,175.5555556,Eaglebine,-57.47610722891566,79.56984390243903,28.08142771084338,84.52338192771083,8.330107317073173,Training
42163317830000,6073.0,76.66666666666667,06_Austin_Chalk_MD_ft,5988.83,6302.67,28.8586093900337,-98.8512700820704,92.36111111111111,Eaglebine,-48.716414285714286,,,,,Training
42177301620000,4230.0,57.77777777777778,03_Navarro_MD_ft,2968.98,4398.62,,,73.68333333333334,Eaglebine,-22.696653571428566,83.23645294117648,1.7263357142857143,618.3898285714286,8.949723529411767,Training
42177305970000,1843.0,40.0,01_Wilcox_MD_ft,,6184.0,29.4179106994344,-97.5798421725982,45.838888888888896,Eaglebine,-23.344153749999997,,,,,Training
42177306900000,7259.3,83.33333333333334,06_Austin_Chalk_MD_ft,7031.0,7337.5,29.4129002974023,-97.5256820912812,100.73333333333333,Eaglebine,-21.977950000000003,32.23713333333333,8.14595,159.66156666666666,9.768333333333333,Training
42177306920000,8147.900000000001,94.44444444444444,18_Sligo_MD_ft,8074.06,1169.21,29.5017707437574,-97.5540424881814,103.86111111111111,Eaglebine,,,,,,Training
42177307020000,7703.0,92.22222222222223,06_Austin_Chalk_MD_ft,7497.93,7744.15,,,106.30555555555556,Eaglebine,-18.06956,45.93424,8.123159999999999,140.43144,9.35848,Training
42177307630000,8416.0,88.88888888888889,01_Wilcox_MD_ft,,8590.5,29.6448167746574,-97.2426174090217,112.55000000000001,Eaglebine,-32.913999999999994,,,,,Training
42177307700000,5070.0,65.55555555555556,05_Anacacho_MD_ft,5025.33,5124.7,29.5350877876541,-97.5648954406936,79.24444444444444,Eaglebine,-6.3711,53.1109,3.10345,333.2821,9.91825,Training
42177308050000,5799.0,69.44444444444444,06_Austin_Chalk_MD_ft,5784.91,5978.84,29.4598997603494,-97.5909014578888,86.62777777777778,Eaglebine,-24.79475,42.86,6.040000000000001,173.6252,7.6665,Training
42177308170000,6623.0,76.66666666666667,03_Navarro_MD_ft,4936.72,6837.42,29.395589729592,-97.586488138906,94.93888888888888,Eaglebine,-7.715542105263158,68.55982105263156,3.74308947368421,588.8607394736841,10.889694736842102,Training
42177308260000,5963.0,69.44444444444444,08_Lower_Eagle_Ford_MD_ft,5932.95,6021.59,29.430160778113,-97.6224486114805,87.67777777777778,Eaglebine,16.80305,,,,,Training
42177308270000,5995.0,75.55555555555556,06_Austin_Chalk_MD_ft,5867.43,6070.62,29.4692379120069,-97.5735802929181,87.9,Eaglebine,-5.058425,29.00555,6.748825,158.731575,8.936575000000001,Training
42177308300000,7086.0,77.22222222222223,06_Austin_Chalk_MD_ft,6972.83,7218.73,29.3380977037292,-97.6113834706561,100.35555555555555,Eaglebine,-18.0824,78.7811,6.84708,285.82678,8.83212,Training
42177308340000,6308.0,75.55555555555556,06_Austin_Chalk_MD_ft,6260.92,6520.47,29.5738339529144,-97.4451646165164,91.11111111,Eaglebine,-45.8067,,,,,Training
42177309080000,7926.000000000001,92.22222222222223,06_Austin_Chalk_MD_ft,7579.0,8067.04,29.5754739059817,-97.3297698072573,108.18333333333334,Eaglebine,-2.97486,,,,,Training
42177309100000,5835.0,74.44444444444444,06_Austin_Chalk_MD_ft,5621.67,5929.17,29.5567784087934,-97.4876758706452,79.44444444,Eaglebine,-16.81975,,,,,Training
42177309850000,6677.0,74.44444444444444,06_Austin_Chalk_MD_ft,6596.66,6810.42,,,96.65555555555555,Eaglebine,-18.90294,,,,,Training
42177313020000,7868.0,85.0,08_Lower_Eagle_Ford_MD_ft,7789.83,7917.47,29.2601659087111,-97.6496461028495,107.32222222222224,Eaglebine,-34.668533333333336,60.097333333333346,20.81396666666667,50.240133333333326,9.1302,Training
42177314470000,7333.000000000001,85.0,06_Austin_Chalk_MD_ft,7089.28,7430.5,29.4166592765556,-97.5153851556337,101.79444444444444,Eaglebine,-41.00392857142857,,,,,Training
42177315540000,7942.000000000001,89.44444444444444,06_Austin_Chalk_MD_ft,7741.67,8069.6,,,108.00555555555556,Eaglebine,-56.383399999999995,,,,,Training
42177319460000,11064.0,110.0,13_Georgetown_MD_ft,11033.0,11079.76,29.4594726950674,-97.2872344168366,135.55,Eaglebine,-28.1386,20.4459,157.4678,6.3505,17.7404,Training
42177320060000,11254.5,108.8888888888889,12_Del_Rio_MD_ft,11225.0,11280.21,29.3744692699999,-97.32923211,139.9888888888889,Eaglebine,7.3195,42.2178,4.7681,209.7272,10.945,Training
42177320410000,10954.5,110.0,18_Sligo_MD_ft,9200.0,,29.2703047349369,-97.7137074491766,132.03333333333336,Eaglebine,-41.50217380952381,38.34976190476192,144.51472857142855,38.772402380952386,10.583466666666666,Training
